"x","y"
2.87577520124614,12.6273256037384
7.88305135443807,26.6491540633142
4.089769218117,16.269307654351
8.83017404004931,33.4905221201479
9.40467284293845,32.2140185288154
0.455564993899316,7.36669498169795
5.28105488047004,21.8431646414101
8.92419044394046,30.7725713318214
5.51435014465824,20.5430504339747
4.56614735303447,16.6984420591034
9.56833345349878,34.7050003604963
4.53334156190977,16.6000246857293
6.77570635452867,22.327119063586
5.72633401956409,24.1790020586923
1.02924682665616,8.08774047996849
8.99824970401824,29.9947491120547
2.4608773435466,11.3826320306398
0.420595335308462,8.26178600592539
3.27920719282702,13.837621578481
9.54503649147227,31.6351094744168
8.89539316063747,30.6861794819124
6.928034061566,23.784102184698
6.40506813768297,22.2152044130489
9.94269776623696,32.8280932987109
6.55705799115822,22.6711739734747
7.08530468167737,29.2559140450321
5.44066024711356,19.3219807413407
5.9414202044718,19.8242606134154
2.8915973729454,11.6747921188362
1.47113647311926,9.41340941935778
9.63024232536554,32.8907269760966
9.02299045119435,33.068971353583
6.90705278422683,24.7211583526805
7.95467417687178,28.8640225306153
0.246136845089495,4.73841053526849
4.77795971091837,18.3338791327551
7.58459537522867,27.753786125686
2.16407935833558,11.4922380750068
3.18181007634848,16.5454302290455
2.31625785352662,10.9487735605799
1.42800022382289,7.28400067146868
4.14546335814521,16.4363900744356
4.13724326295778,14.4117297888733
3.68845450924709,14.0653635277413
1.52444747742265,9.57334243226796
1.3880606344901,7.16418190347031
2.33034099452198,9.99102298356593
4.65962450252846,15.9788735075854
2.65972640365362,10.9791792109609
8.57827715342864,30.7348314602859
0.458311666734517,6.37493500020355
4.42200074205175,17.2660022261553
7.98924845643342,26.9677453693002
1.2189925997518,6.6569777992554
5.60947983758524,18.8284395127557
2.0653138961643,9.19594168849289
1.27531650243327,7.82594950729981
7.53307864302769,25.5992359290831
8.95045359153301,30.851360774599
3.74462775886059,14.2338832765818
6.65115194628015,23.9534558388405
0.948406609240919,5.84521982772276
3.83969637798145,15.5190891339444
2.7438364457339,11.2315093372017
8.14640038879588,27.4392011663876
4.48516341391951,17.4554902417585
8.10064353048801,29.301930591464
8.12389509519562,27.3716852855869
7.94342321110889,27.8302696333267
4.39831687603146,16.1949506280944
7.54475158639252,26.6342547591776
6.29221131559461,21.8766339467838
7.10182401351631,27.3054720405489
0.00624773325398564,5.01874319976196
4.75316574098542,18.2594972229563
2.20118885161355,10.6035665548407
3.79816537722945,14.3944961316884
6.12771003274247,22.3831300982274
3.51797909243032,16.553937277291
1.11135424347594,7.33406273042783
2.43619472719729,12.3085841815919
6.6805558744818,23.0416676234454
4.17646779678762,17.5294033903629
7.88195834029466,26.645875020884
1.02864644257352,7.08593932772055
4.34892741497606,17.0467822449282
9.84956979984418,32.5487093995325
8.93051114398986,30.7915334319696
8.86469060787931,32.5940718236379
1.75052650272846,11.2515795081854
1.30695691565052,6.92087074695155
6.53101925039664,22.5930577511899
3.43516472261399,18.305494167842
6.56758127966896,23.7027438390069
3.20373242488131,15.6111972746439
1.87691119266674,9.63073357800022
7.82294301316142,27.4688290394843
0.935949867125601,6.8078496013768
4.6677904156968,17.0033712470904
5.11505459900945,19.3451637970284
