"x1","x2","x3","y"
63.7095844714667,36.0048268779925,29.9814152453698,134.063599602835
44.3530182860391,35.2237554358386,76.6755439486714,108.551737637396
53.6312841133734,24.9839567658008,93.4265025471759,158.029099210832
56.3286260496104,39.2424095083637,111.190784845986,153.447172971241
54.04268323141,26.6661329562109,42.4627680351896,128.562441529414
48.9387548390852,30.5275690622803,46.9828886874579,108.673697382611
65.1152199743894,27.8887205906557,55.8835721047976,172.333699455301
49.053409615869,29.3882491402251,48.9188843584562,122.772609114142
70.1842371387704,30.9409651725075,57.0851255371502,164.749388859551
49.3728590094758,30.595804789985,66.2924406464699,119.738312523236
63.0486965422349,29.874537245663,45.9755589852003,151.675172815479
72.8664539270111,30.5403636397102,110.739443339663,205.299149634135
36.1113929888766,27.5728238207667,72.1554948977109,78.9226851645604
47.2121123318263,27.4789143465605,68.3178379898884,114.530107757594
48.6667866360634,21.6945046004259,79.9123928320919,148.435624323514
56.3595039807007,28.0883313656309,70.7483037223593,144.112774510184
47.1574707858393,27.436748710611,67.3582392608818,112.429156471684
23.4354457909522,43.509455001724,99.5357484710419,34.6894647997907
25.5953307142448,23.1894188440514,65.6593957981579,50.8697100026171
63.2011334573019,30.686281092793,44.3279559181555,160.853553907764
46.9336140592153,22.5318746634185,77.7133578088681,129.747817593056
32.1869156602,22.647821292816,62.9697425294182,84.6412637764837
48.2808264424038,30.623511930985,59.5640781328746,113.887557847428
62.146746991726,25.0168043255798,48.6373759862566,160.722913628282
68.9519346126497,29.9908869284765,78.5673180653339,204.251509438092
45.695308683938,27.8587055928709,66.5196353114601,106.375052950703
47.4273061723107,26.9316419677525,80.3133545729606,140.030016390187
32.3683691480522,19.8766107729045,65.3126944538816,90.3239650008209
54.6009735483127,23.8762602482001,56.8299314835646,136.113307837253
43.6000512403988,30.8975822055897,95.0047320815743,115.819718860639
54.5545012324122,32.8381029721177,64.5647256977721,137.737377472012
57.0483733722882,27.5356132322326,88.9590399175039,156.298226267205
60.3510352196992,30.0003144203268,45.9683513978212,136.31583016542
43.9107362459279,35.6144482168998,60.67767807249,92.3697924077079
55.0495512329797,37.1992787148809,64.6129720969364,132.942550769433
32.8299132092666,24.5144311579709,62.1806918373828,79.8166398838276
42.155409916205,29.4134021987491,96.9741402398343,102.256229935437
41.4909240582348,36.0074920045985,69.5447059740317,74.1633821087697
25.8579235005337,27.6513520971685,74.884517022069,52.0293715675192
50.3612260689226,29.737652575305,51.1525658427215,111.913574723774
52.0599860020025,29.5694635088146,55.4156544698085,124.534587572867
46.3894270145133,25.5616049104678,89.961378171097,139.730741018116
57.5816323569952,27.7765799755763,95.1696332919112,160.430383380064
42.7329517292342,29.8527756045588,94.9772737762019,104.843143033558
36.3171895558071,27.9306557547104,42.3872590094934,80.3549466115321
54.3281802588872,35.566930116841,110.999213872728,150.104857166739
41.8860682381333,27.5950357917301,90.3374565959908,127.210332123082
64.4410126172125,27.8341548369964,69.4656507172348,155.56274494148
45.6855379738665,33.4843128827605,84.0721555759652,112.99725683301
56.5564788340221,24.7181579341455,50.5722954169627,159.052887281683
53.2192526520395,29.7965076242439,48.0768751688229,131.344918298876
42.1616105911962,22.242275888262,70.9810090187519,109.165256248798
65.7572751979198,35.8358477461784,46.0300828688444,155.940456403509
56.4289930571732,28.6317714931296,73.800379971195,140.204357470886
50.8976064659961,27.6607733766387,95.9541179920933,140.814356528459
52.7655074729146,23.8087383600689,49.322525540705,147.215651255249
56.7928881605527,29.9611898311134,55.2311849157387,135.1704241594
50.8983288657908,25.9985891102417,70.9312787890173,144.448909221052
20.0690991684707,27.3325383502478,49.6480776034779,27.4539825188636
52.8488295353066,36.4383762279229,62.3343208022744,101.073272503732
46.3276535725902,29.1223706487894,87.455108233428,115.977616567417
51.8523056486561,24.6410880792466,89.3909002794023,140.084992307604
55.8182372736551,30.8160344123369,77.6769333005419,139.818203935391
63.9973682729268,28.1863079218603,32.9688867386507,148.740820254289
42.7270794052554,32.9500677399367,68.9200652634767,95.2075564610146
63.0254263204414,37.162109638655,91.2954642867657,157.967319541649
53.3584811975207,25.0365374444525,86.2639007482321,172.056339493774
60.3850609869762,32.2732514879014,66.1836705179144,135.840531871229
59.2072856829065,30.4244902933924,16.0014038287259,120.62533536922
57.2087816286686,34.4778279113227,71.2193327760223,141.77117073244
39.5688106143214,28.8511093052687,81.4750339496716,118.026152865417
49.0981361338929,34.1830953423031,70.916071594502,115.27147247146
56.2351816199954,21.2747206933165,73.1482508035175,175.121735959118
40.4647664222766,38.4472946065669,78.6313074573754,67.3698084248466
44.5717118542614,34.3238898925929,62.0690052789958,110.565423670881
55.8099649768168,29.2461200555713,96.199564515031,150.131835360172
57.6817873783459,22.7549643493042,79.4078679974789,164.47505658063
